 
22 MiniMax {numberOfFightersPlayerTwo=26, goldPlayerOne=100, numberOfArchPlayerOne=22, numberOfFightingUnitOne=69, goldPlayerTwo=0, numberOfFightingUnitTwo=63, numberOfHousesPlayerOne=22, numberOfArchPlayerTwo=30, foodPlayerOne=10, numberOfHousesPlayerTwo=50, numberOfVillagersPlayerOne=50, numberOfFightersPlayerOne=38, woodPlayerTwo=20, foodPlayerTwo=10, woodPlayerOne=100, numberOfVillagersPlayerTwo=38} 
23 MiniMax {numberOfFightersPlayerTwo=37, goldPlayerOne=20, numberOfArchPlayerOne=32, numberOfFightingUnitOne=59, goldPlayerTwo=20, numberOfFightingUnitTwo=32, numberOfHousesPlayerOne=18, numberOfArchPlayerTwo=29, foodPlayerOne=0, numberOfHousesPlayerTwo=26, numberOfVillagersPlayerOne=30, numberOfFightersPlayerOne=28, woodPlayerTwo=20, foodPlayerTwo=5, woodPlayerOne=20, numberOfVillagersPlayerTwo=47} 
26 MiniMax {numberOfFightersPlayerTwo=30, goldPlayerOne=100, numberOfArchPlayerOne=31, numberOfFightingUnitOne=56, goldPlayerTwo=80, numberOfFightingUnitTwo=45, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=23, foodPlayerOne=0, numberOfHousesPlayerTwo=23, numberOfVillagersPlayerOne=30, numberOfFightersPlayerOne=34, woodPlayerTwo=60, foodPlayerTwo=0, woodPlayerOne=30, numberOfVillagersPlayerTwo=62} 
25 MiniMax {numberOfFightersPlayerTwo=37, goldPlayerOne=30, numberOfArchPlayerOne=33, numberOfFightingUnitOne=30, goldPlayerTwo=40, numberOfFightingUnitTwo=51, numberOfHousesPlayerOne=20, numberOfArchPlayerTwo=22, foodPlayerOne=0, numberOfHousesPlayerTwo=16, numberOfVillagersPlayerOne=33, numberOfFightersPlayerOne=34, woodPlayerTwo=100, foodPlayerTwo=15, woodPlayerOne=20, numberOfVillagersPlayerTwo=21} 
24 MiniMax {numberOfFightersPlayerTwo=35, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=57, goldPlayerTwo=180, numberOfFightingUnitTwo=63, numberOfHousesPlayerOne=22, numberOfArchPlayerTwo=21, foodPlayerOne=0, numberOfHousesPlayerTwo=21, numberOfVillagersPlayerOne=44, numberOfFightersPlayerOne=36, woodPlayerTwo=80, foodPlayerTwo=15, woodPlayerOne=20, numberOfVillagersPlayerTwo=49} 
21 MiniMax {numberOfFightersPlayerTwo=47, goldPlayerOne=30, numberOfArchPlayerOne=27, numberOfFightingUnitOne=72, goldPlayerTwo=60, numberOfFightingUnitTwo=48, numberOfHousesPlayerOne=20, numberOfArchPlayerTwo=30, foodPlayerOne=5, numberOfHousesPlayerTwo=23, numberOfVillagersPlayerOne=40, numberOfFightersPlayerOne=33, woodPlayerTwo=20, foodPlayerTwo=25, woodPlayerOne=20, numberOfVillagersPlayerTwo=38} 
18 MiniMax {numberOfFightersPlayerTwo=30, goldPlayerOne=10, numberOfArchPlayerOne=31, numberOfFightingUnitOne=31, goldPlayerTwo=90, numberOfFightingUnitTwo=39, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=24, foodPlayerOne=0, numberOfHousesPlayerTwo=18, numberOfVillagersPlayerOne=30, numberOfFightersPlayerOne=34, woodPlayerTwo=140, foodPlayerTwo=10, woodPlayerOne=20, numberOfVillagersPlayerTwo=36} 
26 MiniMax {numberOfFightersPlayerTwo=47, goldPlayerOne=0, numberOfArchPlayerOne=36, numberOfFightingUnitOne=79, goldPlayerTwo=390, numberOfFightingUnitTwo=78, numberOfHousesPlayerOne=23, numberOfArchPlayerTwo=30, foodPlayerOne=10, numberOfHousesPlayerTwo=23, numberOfVillagersPlayerOne=29, numberOfFightersPlayerOne=50, woodPlayerTwo=20, foodPlayerTwo=25, woodPlayerOne=150, numberOfVillagersPlayerTwo=38} 
20 MiniMax {numberOfFightersPlayerTwo=34, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=42, goldPlayerTwo=60, numberOfFightingUnitTwo=46, numberOfHousesPlayerOne=17, numberOfArchPlayerTwo=18, foodPlayerOne=15, numberOfHousesPlayerTwo=17, numberOfVillagersPlayerOne=30, numberOfFightersPlayerOne=25, woodPlayerTwo=60, foodPlayerTwo=30, woodPlayerOne=20, numberOfVillagersPlayerTwo=27} 
27 MiniMax {numberOfFightersPlayerTwo=28, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=57, goldPlayerTwo=20, numberOfFightingUnitTwo=52, numberOfHousesPlayerOne=22, numberOfArchPlayerTwo=23, foodPlayerOne=25, numberOfHousesPlayerTwo=33, numberOfVillagersPlayerOne=37, numberOfFightersPlayerOne=43, woodPlayerTwo=70, foodPlayerTwo=10, woodPlayerOne=20, numberOfVillagersPlayerTwo=70} 
21 MiniMax {numberOfFightersPlayerTwo=26, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=48, goldPlayerTwo=40, numberOfFightingUnitTwo=43, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=25, foodPlayerOne=10, numberOfHousesPlayerTwo=20, numberOfVillagersPlayerOne=43, numberOfFightersPlayerOne=22, woodPlayerTwo=50, foodPlayerTwo=0, woodPlayerOne=20, numberOfVillagersPlayerTwo=49} 
6059 MiniMax {numberOfFightersPlayerTwo=34, goldPlayerOne=90, numberOfArchPlayerOne=30, numberOfFightingUnitOne=51, goldPlayerTwo=720, numberOfFightingUnitTwo=54, numberOfHousesPlayerOne=22, numberOfArchPlayerTwo=27, foodPlayerOne=30, numberOfHousesPlayerTwo=20, numberOfVillagersPlayerOne=38, numberOfFightersPlayerOne=42, woodPlayerTwo=140, foodPlayerTwo=0, woodPlayerOne=20, numberOfVillagersPlayerTwo=39} 
23 MiniMax {numberOfFightersPlayerTwo=31, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=33, goldPlayerTwo=90, numberOfFightingUnitTwo=35, numberOfHousesPlayerOne=22, numberOfArchPlayerTwo=21, foodPlayerOne=10, numberOfHousesPlayerTwo=20, numberOfVillagersPlayerOne=33, numberOfFightersPlayerOne=30, woodPlayerTwo=10, foodPlayerTwo=35, woodPlayerOne=20, numberOfVillagersPlayerTwo=44} 
28 MiniMax {numberOfFightersPlayerTwo=37, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=54, goldPlayerTwo=10, numberOfFightingUnitTwo=32, numberOfHousesPlayerOne=21, numberOfArchPlayerTwo=25, foodPlayerOne=20, numberOfHousesPlayerTwo=39, numberOfVillagersPlayerOne=35, numberOfFightersPlayerOne=40, woodPlayerTwo=90, foodPlayerTwo=25, woodPlayerOne=20, numberOfVillagersPlayerTwo=58} 
189 MiniMax {numberOfFightersPlayerTwo=44, goldPlayerOne=120, numberOfArchPlayerOne=30, numberOfFightingUnitOne=72, goldPlayerTwo=390, numberOfFightingUnitTwo=69, numberOfHousesPlayerOne=23, numberOfArchPlayerTwo=21, foodPlayerOne=10, numberOfHousesPlayerTwo=23, numberOfVillagersPlayerOne=42, numberOfFightersPlayerOne=42, woodPlayerTwo=140, foodPlayerTwo=10, woodPlayerOne=20, numberOfVillagersPlayerTwo=50} 
194 MiniMax {numberOfFightersPlayerTwo=54, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=57, goldPlayerTwo=20, numberOfFightingUnitTwo=63, numberOfHousesPlayerOne=26, numberOfArchPlayerTwo=29, foodPlayerOne=40, numberOfHousesPlayerTwo=25, numberOfVillagersPlayerOne=44, numberOfFightersPlayerOne=56, woodPlayerTwo=0, foodPlayerTwo=40, woodPlayerOne=20, numberOfVillagersPlayerTwo=42} 
189 MiniMax {numberOfFightersPlayerTwo=54, goldPlayerOne=170, numberOfArchPlayerOne=47, numberOfFightingUnitOne=75, goldPlayerTwo=580, numberOfFightingUnitTwo=87, numberOfHousesPlayerOne=26, numberOfArchPlayerTwo=25, foodPlayerOne=5, numberOfHousesPlayerTwo=24, numberOfVillagersPlayerOne=30, numberOfFightersPlayerOne=53, woodPlayerTwo=130, foodPlayerTwo=0, woodPlayerOne=30, numberOfVillagersPlayerTwo=41} 
23 MiniMax {numberOfFightersPlayerTwo=22, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=48, goldPlayerTwo=50, numberOfFightingUnitTwo=43, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=23, foodPlayerOne=10, numberOfHousesPlayerTwo=21, numberOfVillagersPlayerOne=38, numberOfFightersPlayerOne=26, woodPlayerTwo=100, foodPlayerTwo=0, woodPlayerOne=20, numberOfVillagersPlayerTwo=60} 
30 MiniMax {numberOfFightersPlayerTwo=47, goldPlayerOne=0, numberOfArchPlayerOne=33, numberOfFightingUnitOne=59, goldPlayerTwo=210, numberOfFightingUnitTwo=51, numberOfHousesPlayerOne=20, numberOfArchPlayerTwo=24, foodPlayerOne=10, numberOfHousesPlayerTwo=21, numberOfVillagersPlayerOne=30, numberOfFightersPlayerOne=36, woodPlayerTwo=50, foodPlayerTwo=85, woodPlayerOne=10, numberOfVillagersPlayerTwo=29} 
21 MiniMax {numberOfFightersPlayerTwo=25, goldPlayerOne=60, numberOfArchPlayerOne=30, numberOfFightingUnitOne=41, goldPlayerTwo=480, numberOfFightingUnitTwo=46, numberOfHousesPlayerOne=17, numberOfArchPlayerTwo=21, foodPlayerOne=15, numberOfHousesPlayerTwo=16, numberOfVillagersPlayerOne=30, numberOfFightersPlayerOne=25, woodPlayerTwo=0, foodPlayerTwo=65, woodPlayerOne=10, numberOfVillagersPlayerTwo=29} 
26 MiniMax {numberOfFightersPlayerTwo=42, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=48, goldPlayerTwo=50, numberOfFightingUnitTwo=42, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=17, foodPlayerOne=0, numberOfHousesPlayerTwo=24, numberOfVillagersPlayerOne=36, numberOfFightersPlayerOne=28, woodPlayerTwo=60, foodPlayerTwo=20, woodPlayerOne=20, numberOfVillagersPlayerTwo=34} 
23 MiniMax {numberOfFightersPlayerTwo=24, goldPlayerOne=0, numberOfArchPlayerOne=42, numberOfFightingUnitOne=40, goldPlayerTwo=0, numberOfFightingUnitTwo=44, numberOfHousesPlayerOne=21, numberOfArchPlayerTwo=30, foodPlayerOne=45, numberOfHousesPlayerTwo=24, numberOfVillagersPlayerOne=18, numberOfFightersPlayerOne=43, woodPlayerTwo=10, foodPlayerTwo=0, woodPlayerOne=0, numberOfVillagersPlayerTwo=65} 
33 MiniMax {numberOfFightersPlayerTwo=54, goldPlayerOne=30, numberOfArchPlayerOne=54, numberOfFightingUnitOne=75, goldPlayerTwo=450, numberOfFightingUnitTwo=96, numberOfHousesPlayerOne=28, numberOfArchPlayerTwo=30, foodPlayerOne=25, numberOfHousesPlayerTwo=25, numberOfVillagersPlayerOne=26, numberOfFightersPlayerOne=59, woodPlayerTwo=20, foodPlayerTwo=30, woodPlayerOne=20, numberOfVillagersPlayerTwo=41} 
23 MiniMax {numberOfFightersPlayerTwo=32, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=39, goldPlayerTwo=10, numberOfFightingUnitTwo=39, numberOfHousesPlayerOne=18, numberOfArchPlayerTwo=19, foodPlayerOne=0, numberOfHousesPlayerTwo=20, numberOfVillagersPlayerOne=40, numberOfFightersPlayerOne=20, woodPlayerTwo=70, foodPlayerTwo=30, woodPlayerOne=20, numberOfVillagersPlayerTwo=34} 
29 MiniMax {numberOfFightersPlayerTwo=32, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=60, goldPlayerTwo=20, numberOfFightingUnitTwo=56, numberOfHousesPlayerOne=23, numberOfArchPlayerTwo=26, foodPlayerOne=20, numberOfHousesPlayerTwo=25, numberOfVillagersPlayerOne=49, numberOfFightersPlayerOne=36, woodPlayerTwo=80, foodPlayerTwo=40, woodPlayerOne=20, numberOfVillagersPlayerTwo=65} 
33 MiniMax {numberOfFightersPlayerTwo=36, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=60, goldPlayerTwo=40, numberOfFightingUnitTwo=75, numberOfHousesPlayerOne=27, numberOfArchPlayerTwo=29, foodPlayerOne=0, numberOfHousesPlayerTwo=25, numberOfVillagersPlayerOne=32, numberOfFightersPlayerOne=72, woodPlayerTwo=10, foodPlayerTwo=180, woodPlayerOne=20, numberOfVillagersPlayerTwo=58} 
22 MiniMax {numberOfFightersPlayerTwo=27, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=30, goldPlayerTwo=150, numberOfFightingUnitTwo=36, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=24, foodPlayerOne=5, numberOfHousesPlayerTwo=17, numberOfVillagersPlayerOne=42, numberOfFightersPlayerOne=23, woodPlayerTwo=140, foodPlayerTwo=5, woodPlayerOne=20, numberOfVillagersPlayerTwo=34} 
23 MiniMax {numberOfFightersPlayerTwo=24, goldPlayerOne=60, numberOfArchPlayerOne=30, numberOfFightingUnitOne=45, goldPlayerTwo=30, numberOfFightingUnitTwo=52, numberOfHousesPlayerOne=20, numberOfArchPlayerTwo=21, foodPlayerOne=5, numberOfHousesPlayerTwo=26, numberOfVillagersPlayerOne=31, numberOfFightersPlayerOne=39, woodPlayerTwo=60, foodPlayerTwo=70, woodPlayerOne=20, numberOfVillagersPlayerTwo=57} 
24 MiniMax {numberOfFightersPlayerTwo=40, goldPlayerOne=20, numberOfArchPlayerOne=29, numberOfFightingUnitOne=43, goldPlayerTwo=0, numberOfFightingUnitTwo=55, numberOfHousesPlayerOne=22, numberOfArchPlayerTwo=30, foodPlayerOne=55, numberOfHousesPlayerTwo=20, numberOfVillagersPlayerOne=32, numberOfFightersPlayerOne=47, woodPlayerTwo=0, foodPlayerTwo=0, woodPlayerOne=10, numberOfVillagersPlayerTwo=30} 
31 MiniMax {numberOfFightersPlayerTwo=63, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=81, goldPlayerTwo=670, numberOfFightingUnitTwo=62, numberOfHousesPlayerOne=26, numberOfArchPlayerTwo=28, foodPlayerOne=0, numberOfHousesPlayerTwo=27, numberOfVillagersPlayerOne=48, numberOfFightersPlayerOne=52, woodPlayerTwo=60, foodPlayerTwo=25, woodPlayerOne=20, numberOfVillagersPlayerTwo=39} 
28 MiniMax {numberOfFightersPlayerTwo=44, goldPlayerOne=90, numberOfArchPlayerOne=30, numberOfFightingUnitOne=66, goldPlayerTwo=0, numberOfFightingUnitTwo=79, numberOfHousesPlayerOne=25, numberOfArchPlayerTwo=28, foodPlayerOne=25, numberOfHousesPlayerTwo=20, numberOfVillagersPlayerOne=40, numberOfFightersPlayerOne=55, woodPlayerTwo=270, foodPlayerTwo=250, woodPlayerOne=20, numberOfVillagersPlayerTwo=28} 
17 MiniMax {numberOfFightersPlayerTwo=32, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=42, goldPlayerTwo=30, numberOfFightingUnitTwo=49, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=18, foodPlayerOne=25, numberOfHousesPlayerTwo=19, numberOfVillagersPlayerOne=34, numberOfFightersPlayerOne=31, woodPlayerTwo=30, foodPlayerTwo=80, woodPlayerOne=20, numberOfVillagersPlayerTwo=42} 
19 MiniMax {numberOfFightersPlayerTwo=27, goldPlayerOne=30, numberOfArchPlayerOne=30, numberOfFightingUnitOne=52, goldPlayerTwo=40, numberOfFightingUnitTwo=44, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=22, foodPlayerOne=40, numberOfHousesPlayerTwo=30, numberOfVillagersPlayerOne=37, numberOfFightersPlayerOne=28, woodPlayerTwo=30, foodPlayerTwo=25, woodPlayerOne=0, numberOfVillagersPlayerTwo=51} 
21 MiniMax {numberOfFightersPlayerTwo=24, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=48, goldPlayerTwo=40, numberOfFightingUnitTwo=41, numberOfHousesPlayerOne=19, numberOfArchPlayerTwo=22, foodPlayerOne=10, numberOfHousesPlayerTwo=23, numberOfVillagersPlayerOne=38, numberOfFightersPlayerOne=26, woodPlayerTwo=30, foodPlayerTwo=60, woodPlayerOne=20, numberOfVillagersPlayerTwo=59} 
24 MiniMax {numberOfFightersPlayerTwo=33, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=45, goldPlayerTwo=0, numberOfFightingUnitTwo=34, numberOfHousesPlayerOne=20, numberOfArchPlayerTwo=27, foodPlayerOne=20, numberOfHousesPlayerTwo=24, numberOfVillagersPlayerOne=34, numberOfFightersPlayerOne=36, woodPlayerTwo=0, foodPlayerTwo=65, woodPlayerOne=20, numberOfVillagersPlayerTwo=55} 
27 MiniMax {numberOfFightersPlayerTwo=42, goldPlayerOne=30, numberOfArchPlayerOne=30, numberOfFightingUnitOne=64, goldPlayerTwo=80, numberOfFightingUnitTwo=64, numberOfHousesPlayerOne=21, numberOfArchPlayerTwo=23, foodPlayerOne=5, numberOfHousesPlayerTwo=20, numberOfVillagersPlayerOne=44, numberOfFightersPlayerOne=31, woodPlayerTwo=100, foodPlayerTwo=0, woodPlayerOne=0, numberOfVillagersPlayerTwo=35} 
30 MiniMax {numberOfFightersPlayerTwo=51, goldPlayerOne=0, numberOfArchPlayerOne=30, numberOfFightingUnitOne=54, goldPlayerTwo=190, numberOfFightingUnitTwo=56, numberOfHousesPlayerOne=21, numberOfArchPlayerTwo=22, foodPlayerOne=25, numberOfHousesPlayerTwo=19, numberOfVillagersPlayerOne=36, numberOfFightersPlayerOne=39, woodPlayerTwo=120, foodPlayerTwo=5, woodPlayerOne=20, numberOfVillagersPlayerTwo=22}
